run,string1,string2,string3,string4,p_initial_residual,label
run_01012,((I2 * ((I1 * (2.0 * I1)) * (0.097 - I2))) + (((-0.15 - (0.430 + -0.15)) * I2) - (((2.0 - -0.15) + (0.205 + -1.0)) + 0.089))),((0.430 - (I2 + I1)) + ((1.0 - I2) + I2)),((I1 * (2.0 + I2)) - (I1 - ((I2 + (1.0 * I1)) + I1))),(((I2 * ((1.0 + 0.097) - (0.089 * -1.0))) - I1) - (I1 - (1.0 - ((I1 + I1) - I1)))),3.10E-12,0
run_01013,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) * ((I1 * (2.0 * I1)) * (2.0 * 0.097))) - (((-0.15 - (0.430 + -0.15)) * I2) - (((2.0 - -0.15) + (0.089 + -1.0)) + (0.205 * 0.097)))),((0.097 - I2) + (2.0 + -0.15)),(((((0.205 + 0.097) - (0.097 + 0.097)) * (0.097 * 0.097)) * (((1.0 * 0.089) - (-1.0 + -0.15)) + (2.0 * 2.0))) - (I1 * ((I2 + (-0.15 * -0.15)) + I2))),(((2.0 + 0.430) * ((-1.0 - (0.097 + 1.0)) - I1)) * (I1 * ((1.0 * (-1.0 + I1)) + 0.089))),0.13408,1
run_01014,(((((I1 + 0.205) * I2) * (0.089 - I2)) - ((I1 * (1.0 * I1)) * (2.0 - 0.097))) + (((-0.15 - (0.430 + 2.0)) * I2) - (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.097 - I2) + (2.0 - (0.097 + I2))),(((((I1 - 0.430) - (0.089 + -0.15)) * (2.0 * I1)) * (((1.0 * 0.089) - (-1.0 * -0.15)) + (0.089 * 2.0))) * (I1 - ((I2 + (-0.15 * -1.0)) + I1))),(((2.0 + 0.430) - (0.089 - I1)) * (1.0 + (2.0 * (-0.15 * (0.089 - 1.0))))),0.000673617,0
run_01015,(((I1 - (0.205 + I1)) - -1.0) - ((((I2 + I2) - -1.0) * (0.089 - -0.15)) - (I1 * (I1 + 1.0)))),((((0.430 + 0.097) + (-1.0 + -0.15)) - 0.097) + (-1.0 - (I1 * -1.0))),((0.430 * -1.0) * (((1.0 * (0.205 + 0.097)) * (0.089 + -1.0)) - 0.097)),((I2 + (((0.430 - 0.089) - (0.097 * 0.089)) - (I1 + 0.097))) * (I2 * 0.097)),1.75E-06,0
run_01016,((((I2 + (0.205 - I1)) + (0.089 * -0.15)) - 0.089) + (0.097 * (((2.0 - -0.15) + (I1 + -1.0)) + 0.089))),(((0.430 - ((-1.0 - 2.0) + (-1.0 + 0.205))) + (((-0.15 - I1) * (2.0 * -0.15)) + (1.0 + 0.089))) - ((0.089 + I2) - (((0.097 * -0.15) + 1.0) - (0.430 - -0.15)))),((-0.15 * (-0.15 * ((0.430 * 0.430) * (0.205 + 0.097)))) * (I1 - 1.0)),((0.097 * 1.0) - ((0.205 + -1.0) + 0.097)),0.0789503,1
run_01017,(((I1 * (0.205 + I1)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) - (((-0.15 - (0.430 + -0.15)) * I2) + (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((0.089 + (0.430 + 0.430)) + (((-0.15 - I1) - (-0.15 + 2.0)) * (I1 * I1))) + (2.0 - 1.0)),((0.430 + ((0.205 + 0.205) + (-1.0 + 0.097))) + (0.097 * ((0.097 - I2) * (0.205 + -0.15)))),((I2 - I2) - (0.430 - (I2 * (0.097 - (2.0 - 0.097))))),5.31E-12,0
run_01018,(((((0.205 - I1) + (0.089 - -0.15)) + (0.205 * 0.097)) - 0.089) + (0.097 + (I1 * (I1 + 1.0)))),(((0.430 - ((-1.0 - 2.0) + (-1.0 + 2.0))) + (((-0.15 - I1) * (2.0 * -0.15)) + (0.205 + 0.089))) - ((0.089 + I2) - (((0.097 * -0.15) + 1.0) - (0.430 - -0.15)))),((-0.15 + (0.089 * (0.205 + 0.205))) + (((2.0 - (0.430 * -0.15)) - (0.205 * 0.430)) + 1.0)),((0.097 * 1.0) - (((I2 + -0.15) + (2.0 + I1)) + I1)),0.0125997,1
run_01019,((1.0 * I1) - (0.097 + (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.205 - (((I2 + 0.097) * I2) * I2)) - (2.0 - -0.15)),((I1 + (0.089 + (0.205 + 0.205))) + (((-0.15 - I1) - (1.0 * -0.15)) + (0.089 * -1.0))),(((((0.430 - 0.089) + (0.430 + 0.089)) - I2) + I2) * (I2 + (I2 + (0.205 - (-1.0 * 0.430))))),1.45E-12,0
run_01020,((-1.0 + (-1.0 * I1)) - ((0.205 - I2) + I2)),((I1 - I2) + (2.0 * 0.097)),(((((0.430 * -0.15) + (I2 + 2.0)) + I2) * 2.0) - ((((1.0 * 1.0) - 2.0) - (-1.0 + 1.0)) - I1)),((((1.0 - 2.0) - (1.0 + I1)) + (((I1 + I1) - (1.0 + I1)) + (0.205 - 0.097))) * (((I2 + -0.15) * (2.0 + I1)) - (2.0 * (-0.15 * (0.089 - 1.0))))),4.47E-12,0
run_01021,((I1 - -1.0) - (((-0.15 - (0.430 + 2.0)) * I2) + (((0.097 - 0.089) + (I2 + 1.0)) + 0.089))),(((0.097 + ((2.0 + 0.430) - I1)) + (((I2 * I1) * (I2 - 0.205)) + (I1 + 0.430))) - (((I1 - (I1 + 0.089)) * (0.205 + I2)) * 1.0)),((I2 * 1.0) - (((I1 * (0.205 + 0.097)) * (0.089 + -1.0)) - 0.097)),((((-1.0 + (1.0 + -0.15)) + 0.089) - (((0.205 + I1) * (-1.0 + 2.0)) + (0.097 - 0.097))) - (((2.0 - (1.0 - I1)) + (0.089 * 0.205)) - I2)),0.0013838,0
run_01022,((((I1 - (I2 - 0.430)) - 2.0) - I1) + (((-0.15 - (0.430 + -0.15)) * I2) * (((I1 + I2) + I1) + (2.0 + 0.089)))),((0.430 - (I2 + ((0.097 - 0.097) - (-1.0 + -0.15)))) + ((0.205 - I2) + (((0.097 * 2.0) - 0.097) * (I2 - 2.0)))),((I1 + (((0.089 - 0.097) + (1.0 - I2)) + I2)) - (I2 - 1.0)),((I2 - I2) - ((((1.0 - 0.205) + I2) - (1.0 * -1.0)) - (0.089 * (I1 - (I1 * 0.205))))),9.35E-13,0
run_01023,((-1.0 + (((1.0 + 0.097) * (0.097 + 0.430)) * (0.205 - -1.0))) + (((I1 - 2.0) * (0.430 * 2.0)) + (-1.0 + (I1 + (0.089 - 0.097))))),((I1 + -0.15) + (2.0 - I1)),((I2 + 2.0) * (I2 - ((I2 + (-0.15 * I1)) + (0.089 - 0.097)))),((((1.0 - 2.0) - (0.430 + -0.15)) + 0.205) * ((0.089 * 0.097) - 0.430)),0.677453,1
run_01024,((((I1 - (I2 - 0.430)) - 2.0) - ((I1 * (2.0 * I1)) * (2.0 - 2.0))) + (((-0.15 - -1.0) * I2) * (-1.0 * ((0.097 * 0.089) + I2)))),((0.430 - (I2 + I1)) + ((0.205 - I2) + 1.0)),((I1 * 0.097) - (I2 - (((0.205 * 0.205) - (0.205 - I2)) * (-0.15 * 0.430)))),(((I2 * ((1.0 - 0.097) * 1.0)) * (-1.0 - ((I1 + I1) - (0.205 + I1)))) - ((((1.0 - 0.430) * I2) - (1.0 * 1.0)) - -1.0)),1.06E-12,0
run_01025,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + (((2.0 - I1) * I1) * (2.0 - 0.097))) + ((((I2 + I2) - (0.089 + -0.15)) * I2) - (I1 * (I1 + 1.0)))),((0.097 + I2) + (I2 * (((I1 + 0.205) * (0.430 + I2)) + I1))),((I1 * (I2 + ((2.0 - 0.097) * (0.430 * 0.089)))) - (I2 * (((-0.15 - -0.15) * (0.089 * 0.097)) * I1))),(((2.0 + 0.430) - (((-1.0 + I1) * 0.205) - 1.0)) - (I2 * I2)),7.92E-08,0
run_01026,(((0.097 * 0.089) - I1) + ((((0.430 + 0.089) - -1.0) * (2.0 - I1)) + (((2.0 - -0.15) + I1) + 0.089))),((0.097 - (((0.097 - I1) + 0.205) * 0.205)) + (2.0 * (0.430 - I2))),((((0.089 + (0.430 - 1.0)) * I2) - 1.0) - (0.097 + ((-1.0 - (1.0 - 0.205)) * (1.0 * -1.0)))),((I2 + I2) - ((((1.0 - 0.205) * I2) - (1.0 * -1.0)) + ((1.0 - (-1.0 + -1.0)) * -1.0))),0.288545,1
run_01027,((-1.0 * ((I1 * (1.0 + 0.097)) * (0.097 - 0.430))) + (((I2 - 1.0) * (0.430 * -0.15)) * (((I2 * 0.097) - -1.0) * (0.430 + 0.089)))),((0.097 - I2) + (2.0 * 0.097)),(((((I2 - 0.097) - (0.089 - I2)) * (2.0 * I1)) * (2.0 + I2)) - (I1 * ((I2 + (-0.15 * -1.0)) + I1))),(((((0.430 + 0.430) + (0.205 - 0.430)) + 0.430) + I2) - (I1 * (1.0 - (I1 - (-1.0 * I2))))),1.05E-08,0
run_01028,((((I1 - (I2 + 0.430)) - 2.0) - (((2.0 - I1) * (2.0 * 0.097)) * (I1 - 2.0))) + ((((0.430 * -0.15) - (0.205 + 0.205)) * I2) * (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.430 - (((2.0 + 0.089) * 0.430) * I2)) + (I1 + 0.097)),((I1 * -1.0) - (((1.0 * (0.205 + 0.097)) * (0.089 + -1.0)) * ((-1.0 - (1.0 - 0.205)) - (1.0 + -1.0)))),((I2 + (-1.0 - ((I1 + I1) - (0.205 + I1)))) - ((((1.0 - 0.205) * I2) - (1.0 * -1.0)) - ((1.0 - (-1.0 + I1)) * -1.0))),9.78E-13,0
run_01029,(((((0.430 * 0.430) * 0.205) * (-1.0 + -1.0)) - -0.15) - (0.097 + 1.0)),(((((-1.0 - -1.0) * (2.0 * I2)) - -1.0) - (((0.097 - -0.15) + -1.0) * 0.205)) - ((((0.089 - 0.097) - -0.15) - I2) * 0.097)),((I2 + I1) - (I2 - 1.0)),((0.430 + I2) - (I1 * I2)),4.66E-11,0
run_01030,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) - ((((0.430 * -0.15) - (0.205 + 0.205)) * I2) + (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.097 - I2) + (2.0 - (0.089 - I2))),(((((-1.0 - 0.097) - (0.089 - -0.15)) * (2.0 * 0.097)) * (((1.0 * 0.089) - I2) + (-1.0 * -0.15))) - (I1 - ((I2 + (-0.15 * -1.0)) * I1))),(((((0.430 + -0.15) + (0.205 - 0.430)) + 0.430) + 0.205) - (I1 * (1.0 - ((I1 + I1) - I1)))),5.70E-12,0
run_01031,((I1 - ((I1 * (2.0 * I1)) * (2.0 - 2.0))) - (((-0.15 - (0.430 + -0.15)) * I2) + (I1 * ((0.097 + 2.0) + 0.430)))),((0.097 - I2) + (2.0 - (I1 - I1))),(((((I1 - 0.430) - (0.089 - -0.15)) * (2.0 * I1)) * (((1.0 * 0.089) - (-1.0 + -0.15)) + (0.089 * 2.0))) - (I1 * ((I2 + (-0.15 * -1.0)) + (0.089 - 0.097)))),(((2.0 + 0.430) - I2) - ((((1.0 - 0.205) * I2) - (1.0 * -1.0)) * ((1.0 - (-1.0 + I1)) * (0.205 - 0.205)))),2.46E-08,0
run_01032,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (2.0 - I2))) * (((-0.15 - (0.430 + -0.15)) * I2) + (((2.0 - -0.15) + (0.205 + -1.0)) + 0.089))),((0.097 - I2) + (2.0 - 0.097)),(((((-1.0 - 0.097) - (0.089 - -0.15)) * (2.0 * 0.430)) * (2.0 + I2)) - (I1 * ((I2 + (-0.15 * -1.0)) + I1))),(((((0.430 + -0.15) + (0.205 - 0.430)) + 0.430) + 0.205) - (I2 + I2)),3.56E-08,0
run_01033,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (0.205 - 0.097))) - (((-0.15 - (0.430 + -0.15)) * I2) + (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.097 - I2) + (2.0 - (0.089 - I2))),(((((0.430 - 1.0) - (I1 - I1)) * (0.205 * I1)) * (((0.089 * 0.089) - I1) + I2)) - (I1 - (((I2 + -0.15) * (-1.0 - 1.0)) + I1))),((((-0.15 + (0.430 - -0.15)) + 0.430) - 0.205) - (I2 * I2)),7.00E-12,0
run_01034,((I1 - (((2.0 + -1.0) - (-0.15 - I2)) - I2)) - ((((I2 + I2) - (-1.0 - 0.205)) * (0.430 - 0.097)) + (((2.0 - -0.15) + (0.089 + -1.0)) + (0.205 * 0.097)))),(((I2 + I1) + (I2 + I1)) - (((I1 - (I1 + 1.0)) - I2) * 1.0)),((I2 * 1.0) + (((I1 * (0.205 + 0.097)) * (0.089 + -1.0)) - 0.097)),((((-1.0 + (0.430 + -0.15)) - 0.089) - I2) - (((I2 + (0.430 * 0.089)) - (I1 - -1.0)) - I2)),0.626895,1
run_01035,(((((-1.0 * 0.089) * 0.205) * (0.089 + I2)) + I1) + ((((0.430 - I1) * 0.097) - I1) + I1)),((0.097 - I2) + ((0.430 - I2) - I1)),(((((I2 - 0.097) - (0.089 - I2)) * (2.0 * I1)) * (2.0 + I2)) - ((((0.430 - 2.0) + I2) + (1.0 + -1.0)) * 0.097)),((((I2 + (0.430 - -0.15)) * 0.430) + I2) + (I2 * I2)),1.66E-08,0
run_01036,((I1 + (((2.0 + -1.0) - (-0.15 - I2)) - I2)) - ((((I2 + I2) - -1.0) * 0.097) + (-1.0 + ((2.0 + 0.089) * 1.0)))),(((((0.097 * 0.430) * 0.089) + 2.0) + I2) - (-1.0 - (((0.097 + 1.0) * (-1.0 * I2)) + I1))),(((I2 - I2) + (2.0 + I2)) - (I1 * 1.0)),(((((1.0 - 0.205) + (0.097 + 0.097)) + 1.0) - I2) * (((-0.15 + (I1 - I2)) - (I2 - 1.0)) * (I1 + ((I1 * 0.430) - I1)))),0.00880638,0
run_01037,((((I1 - (I2 - 0.430)) - 0.089) - I1) + (((-0.15 - (0.430 + -0.15)) * 0.430) * (-1.0 * ((0.097 * 0.089) + I2)))),((0.430 - (I2 - I1)) - ((0.205 - I2) + 1.0)),((I1 * (((0.089 - 0.097) + (1.0 + 0.089)) + I2)) * (I2 - I2)),(((I2 * ((I1 - -0.15) * (-1.0 * 1.0))) - ((I1 - (0.097 - 0.205)) * 1.0)) - (1.0 - I2)),2.25E-07,0
run_01038,(((0.097 * 0.089) + I1) + ((((0.205 * 0.097) * (2.0 * 2.0)) - (0.430 + 1.0)) + (-1.0 * ((I1 * 0.097) + I1)))),(((0.097 * ((2.0 + 0.430) - I1)) * (((-0.15 - I1) * (-0.15 + -0.15)) * I2)) * ((0.205 - I2) + 0.097)),((((0.089 + (0.430 - 1.0)) * I2) * 1.0) - (0.097 - 1.0)),((I2 - (((0.430 - 0.089) - 0.430) - (0.097 + 0.089))) - (I2 + I1)),2.34E-12,0
run_01039,((-1.0 + ((-1.0 - 0.089) * I1)) - ((0.205 - I2) - I2)),((I1 - (-0.15 + ((-0.15 - I1) * (-0.15 + 0.205)))) + (2.0 + 0.097)),((I2 * 2.0) - (((-0.15 - I1) - (1.0 * 0.205)) - (0.430 * I1))),((((1.0 - 2.0) - (1.0 + I1)) - (((I1 + I1) - (1.0 + I1)) + (0.205 - 0.097))) - ((((0.430 + 0.430) - I1) * 0.430) + -1.0)),2.49E-11,0
run_01040,((((1.0 * 0.205) * (0.430 + 0.089)) + (((-0.15 - I1) * I1) * (2.0 - 0.097))) + (((1.0 + (I2 + 2.0)) * (2.0 * I1)) - (((2.0 - 0.430) + (0.089 + -1.0)) + 0.089))),((0.097 * I2) * ((((0.430 - 1.0) - (0.205 + I2)) * (0.097 + -0.15)) - 1.0)),(((((0.097 - I1) - (0.205 - 0.089)) * (0.097 * I1)) + (0.089 + (0.205 + 0.205))) * (I2 * 1.0)),(((2.0 + 0.430) - I2) - (((2.0 - (1.0 - I1)) + (1.0 * I2)) + ((I2 + (2.0 - 0.097)) * (2.0 - 0.097)))),3.30E-09,0
run_01041,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) - (((-0.15 - (0.430 + 1.0)) * I2) - (((2.0 - 2.0) + (0.089 + -1.0)) + 0.089))),((0.097 + 1.0) - (I1 - 0.097)),(((((-1.0 - 0.430) - (0.089 - -0.15)) * (0.205 * 2.0)) * 0.097) - (((-0.15 - (1.0 - 0.205)) - (-1.0 * 0.089)) * (0.430 * I1))),(((2.0 + 0.430) + I2) + (1.0 * I1)),4.28E-10,0
run_01042,((((I1 - 0.205) - 2.0) * ((I1 * I1) - (2.0 - I1))) - (-0.15 + I1)),((1.0 - (((2.0 + 0.089) * 0.430) * I2)) + ((0.205 * (I1 * (I1 + 0.089))) - I1)),((I1 * ((I1 - 0.097) + (-0.15 * 0.089))) + ((((2.0 - -1.0) - I2) - 0.430) - I2)),(((((-0.15 - 0.097) - 1.0) * (0.089 * -0.15)) * 1.0) - ((0.205 + (0.089 - 0.097)) + (1.0 + (I1 * (2.0 - 2.0))))),0.131803,1
run_01043,((((0.205 * I1) * (0.205 + I1)) - 0.089) - ((((0.430 - I1) * 0.097) + (0.430 + 0.205)) - (((2.0 - I1) + (0.089 + -1.0)) + (0.205 * 0.097)))),(((((-1.0 - -1.0) * (2.0 * I2)) - -1.0) - 1.0) - (I1 - 1.0)),((I2 * (0.089 + (0.205 + 0.205))) * (I2 - -0.15)),((0.430 + (((0.097 - 0.089) - 0.430) - I1)) + (I1 + I2)),3.05E-07,0
run_01044,((-1.0 + ((I1 * (1.0 + 0.097)) * (0.097 - 0.430))) - (((I2 - 1.0) * (0.430 * -0.15)) + (((I2 * 0.097) - -1.0) * (0.430 + 0.089)))),((I1 - (((I2 + 0.430) - 0.097) + (0.205 - 0.430))) + (2.0 - I1)),((I2 + I1) * (I2 - ((I2 + (-0.15 * -1.0)) + (2.0 + 0.097)))),((((1.0 - 2.0) - (I2 + I1)) + (((0.430 - -1.0) - I2) + (0.205 - -1.0))) + (I2 * (((2.0 * 0.205) + -1.0) + I1))),1.68E-12,0
run_01045,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) + (((-0.15 - (0.430 + -0.15)) * 1.0) - -1.0)),((0.097 - (((0.097 - 0.097) + -1.0) * 0.205)) + (2.0 + -0.15)),((I1 * (((1.0 * 0.089) - (-1.0 + -0.15)) + (0.089 * 0.089))) - (I1 * ((I2 + (-0.15 * -1.0)) + I1))),(((2.0 + 0.430) - ((I1 - 0.430) - (0.430 + 0.097))) - (I2 * I2)),0.00824289,0
run_01046,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + (((2.0 - I1) * I1) * (2.0 - 0.097))) + (((-0.15 - (0.430 + 2.0)) * I2) * (((2.0 - -0.15) + (0.089 + -1.0)) - 0.089))),(((0.205 + ((2.0 - 1.0) + (I1 + 0.097))) * I2) + (2.0 + (I1 - I1))),(((((-1.0 - I1) - (0.089 - -0.15)) * (2.0 * I1)) * (I2 + ((-0.15 - -1.0) * (0.089 * 0.089)))) - (((-0.15 - I1) + (1.0 * 0.205)) * (0.430 * I1))),(((2.0 + 0.430) - I2) - (I1 * (1.0 - ((-1.0 + I2) - (2.0 * 0.205))))),0.0216017,1
run_01047,((-1.0 + -0.15) - (0.097 + 1.0)),(((((-1.0 - -1.0) * (I1 * 2.0)) - -1.0) - (I1 - I2)) * (0.205 + (((0.097 * 1.0) - (-1.0 * I2)) + (-1.0 - 0.097)))),((I2 * 1.0) * (((I1 * (0.205 + 0.097)) * 0.430) - 0.097)),(((I2 + I1) - I2) * ((((1.0 - 0.430) * I2) - (1.0 * 0.430)) + -1.0)),0.171361,1
run_01048,(((I1 * ((0.430 * 0.089) + 0.205)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) + (((-0.15 - (0.430 + -0.15)) * I2) - (((2.0 - -0.15) + (0.089 + -1.0)) + (0.205 * 0.097)))),((0.097 - I2) + ((0.205 * (2.0 * (1.0 + -0.15))) - I1)),(((((-1.0 - 0.430) - (0.089 - -0.15)) * (2.0 * I1)) * -1.0) - (I1 * ((I2 + (-0.15 * -1.0)) + I1))),(((2.0 + 0.430) * (((-1.0 + I1) + 0.205) + I1)) - (I2 * I2)),5.33E-12,0
run_01049,((((I1 - (0.430 - 0.089)) - 2.0) - (I2 - (I1 - I1))) + (-0.15 + -1.0)),((0.430 - (I2 + I1)) + (0.430 + (0.097 + I2))),((I1 * (((1.0 * 0.089) - (-1.0 + 0.430)) + (0.089 * I1))) - (I1 - (I2 + (-1.0 + (-0.15 * 1.0))))),(((I2 * ((1.0 - 0.097) + 1.0)) + I1) - (I1 - 0.097)),0.640594,1
run_01050,(((I1 - (0.205 + I1)) + -1.0) - (0.430 + (-1.0 * (I1 + (0.089 - 0.097))))),((((0.430 + 0.097) + (-1.0 + -0.15)) - 0.097) + ((0.205 - I2) - I1)),((0.430 * 1.0) * (0.097 - (((1.0 * 0.205) - (1.0 - -1.0)) * (-0.15 + 0.430)))),((I2 + -1.0) * ((I2 * ((1.0 * 0.205) - I2)) * ((1.0 - (-1.0 + I1)) * -1.0))),8.52E-13,0
run_01051,((((0.205 * I1) * (0.205 + I1)) - 0.089) - (0.097 + (-1.0 * ((-1.0 + I2) + I1)))),(((((-1.0 - 1.0) * (I1 * 2.0)) - -1.0) * I2) - (0.205 - 0.097)),((I2 * (0.089 + (0.205 + 0.205))) * (I2 * I1)),((0.430 + 0.205) + (I1 - ((1.0 - (-1.0 + I1)) * -1.0))),1.05E-11,0
run_01052,(((I1 * (0.205 + I1)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) - ((0.205 - I2) + (0.430 * -1.0))),(((I2 + I1) - I2) + ((0.205 - I2) - 1.0)),((0.430 - (0.089 + (0.205 + 0.205))) - ((((1.0 * 1.0) - 2.0) - (0.089 + 1.0)) * I1)),((I2 - I2) - (I2 - I2)),1.24E-07,0
run_01053,(((0.097 * 0.089) * I1) + ((((0.205 * 0.097) * (2.0 + 2.0)) - (0.430 + 1.0)) + (-1.0 * ((I1 * 0.097) + (0.089 + 0.089))))),((0.097 + 1.0) - (I1 - 0.097)),((((0.089 + (0.430 - 1.0)) * I2) - 1.0) - (0.097 + ((-1.0 - (1.0 - 0.205)) * (1.0 + -1.0)))),((I2 + I2) - ((((1.0 - 0.205) * I2) - (1.0 * -1.0)) + ((1.0 - I2) * -1.0))),1.18E-12,0
run_01054,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (-0.15 * I1)) * (2.0 - 0.097))) + (((-0.15 - (0.430 + -0.15)) * I2) - (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.097 - 0.097) - (2.0 - -0.15)),(((((-1.0 - 0.430) - (2.0 - -0.15)) * (2.0 * I1)) * -1.0) * (((1.0 * (0.205 + 0.097)) * (0.089 + -1.0)) * 0.097)),(((2.0 + 0.430) - 0.205) - (I2 * 0.097)),1.32E-12,0
run_01055,(((0.097 * 0.089) + I1) - ((((0.205 * 0.097) * (2.0 + 2.0)) - (0.430 + 1.0)) + (-1.0 * ((I1 * 0.097) + I1)))),((0.097 + I2) + ((((I1 + 0.089) * (1.0 + 0.430)) * I2) - I1)),((((0.089 + (0.430 - 1.0)) * I2) - 2.0) - (I2 + I1)),((I2 * I2) - ((((I1 - 0.097) * I2) - (-1.0 * 1.0)) + I1)),0.0524925,1
run_01056,(((((I2 * 0.430) * (-0.15 - 0.430)) * 2.0) + I1) * (-0.15 - (-1.0 * ((0.097 * 0.089) - I2)))),((0.097 + (((2.0 + 0.089) * 0.430) * I2)) + ((0.205 * 1.0) - 0.097)),(((((-1.0 - 0.430) - (0.089 - 1.0)) * (2.0 * I1)) - (2.0 + I2)) - ((((1.0 * 0.097) - 2.0) - (0.089 + 1.0)) * I1)),((((0.430 + (0.430 - -0.15)) * 0.430) + 0.205) - ((I2 - (2.0 * 2.0)) - I1)),5.41E-09,0
run_01057,((((0.205 * I1) * (0.205 + I1)) - 0.089) + (0.097 - (I2 + 0.089))),(((((-1.0 - -1.0) * (2.0 * I2)) - (0.097 - 0.430)) - 1.0) + (I1 + 0.097)),((I2 * I1) * ((((0.430 * -0.15) - (0.205 * 0.430)) - (0.097 + -1.0)) * ((I2 + (1.0 * -1.0)) + I1))),((0.430 - -1.0) + (I1 * 0.205)),6.54E-09,0
run_01058,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (2.0 - -1.0))) + ((((0.430 * -0.15) - (0.205 + 0.205)) * I2) - (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),((0.097 - I2) + (2.0 * (0.089 - 0.430))),(((((-1.0 - 0.430) - (0.089 - -0.15)) * (2.0 * I1)) * I2) - (I1 * ((I2 + (0.097 * -1.0)) + I1))),(((((0.430 + -0.15) * (0.205 - 0.430)) + 0.430) - 0.205) - (I1 + (((-1.0 - I1) - (0.205 + 0.205)) * 0.089))),1.99E-12,0
run_01059,(((((0.430 * 0.089) * 0.205) * (0.089 + I2)) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) + (((-0.15 - (0.430 + -0.15)) * I2) - (((2.0 - -0.15) + (0.205 + -1.0)) + 0.089))),(((0.205 * (0.089 + (0.205 + -1.0))) + I2) + (2.0 - 0.097)),((I1 - 0.097) * (0.430 * I1)),(((2.0 + 0.430) - (((0.430 * 0.089) - 0.430) - (0.097 + 0.089))) - (I1 + (1.0 - ((I1 + I1) - I1)))),4.54E-12,0
run_01060,((((I1 - 1.0) - 2.0) - ((I1 * (2.0 * I1)) * (2.0 - 0.097))) + ((((I2 + I2) - -1.0) * 0.097) * (I2 + 0.089))),((0.430 - (((2.0 + 0.089) * 0.430) * I2)) - ((((I1 * 1.0) * (0.205 + I2)) * -0.15) + 1.0)),((I1 * (((1.0 * 0.089) - (-1.0 * -0.15)) + (0.089 * 2.0))) * (I1 * ((I2 + (-0.15 * -1.0)) + I1))),((I2 + ((-1.0 - I2) - (0.097 + -1.0))) - (I2 - I2)),0.710481,1
run_01061,(((((I2 + 0.430) - (-0.15 - 0.430)) - 2.0) + I1) - (((-0.15 - (0.430 + -0.15)) * I2) + (((2.0 - -0.15) + (0.089 + -1.0)) + (0.205 + 0.097)))),((0.430 + (I2 + I1)) - ((0.205 - I2) - 0.097)),((I1 * (((1.0 * 0.089) - (-1.0 + -0.15)) + (0.089 * 2.0))) + (I1 - 1.0)),(((((-1.0 + 0.097) + (0.089 * -0.15)) * (-1.0 * I2)) * ((-1.0 - (0.097 + 1.0)) - (I1 + 2.0))) - ((((1.0 - 0.205) * I2) * (1.0 * I2)) + (((0.089 * -1.0) * (I1 - 0.097)) * (1.0 - -1.0)))),0.413687,1
run_01062,((((I2 + (0.205 - I1)) + (-1.0 * -1.0)) - -0.15) + (0.097 + (0.430 * (I1 - (1.0 * 0.097))))),(((0.430 - ((2.0 - 2.0) + (-1.0 + 0.205))) * ((I1 * (0.089 + 0.205)) + (I2 - 2.0))) * (0.205 - (I1 + I2))),((-0.15 * (2.0 + I2)) + (I1 - ((I2 + (-0.15 + -1.0)) + I1))),((0.097 * 0.205) + ((0.089 * 0.097) + 0.430)),0.147464,1
run_01063,((((I2 - (0.089 - 0.430)) * 2.0) - I1) + (((-0.15 - (0.430 + -0.15)) * 0.430) - (((I1 + -0.15) + I1) + (0.089 + -1.0)))),((0.097 - I2) + (2.0 - (0.097 + I2))),(((((0.097 - 0.097) - (0.089 + 2.0)) * (2.0 * I1)) * -1.0) * (((1.0 * (0.205 + 0.097)) * (0.089 + -1.0)) - 0.097)),(((2.0 + 0.430) - (0.089 - I1)) * (1.0 + (2.0 * (-0.15 * I1)))),0.375563,1
