run,string1,string2,string3,string4,p_initial_residual,label
run_06163,((((I1 - (I2 - 0.089)) - I1) + ((I1 * I1) * (0.205 - I1))) - (0.430 * 0.430)),(((2.0 + ((0.097 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 - I1)),((I1 + (2.0 + I2)) - (I1 * I1)),((I2 + I1) * (((-0.15 * (0.430 * 0.097)) + -0.15) - I1)),0.0857292,1
run_06164,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) - (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (((2.0 - -0.15) * (0.430 + -1.0)) - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 * I1)),((I1 * ((0.205 - 0.205) + (2.0 + 0.089))) - (I1 * 0.097)),((I2 - 0.205) * (I1 + 0.089)),6.58E-13,0
run_06165,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - I2))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) - (2.0 + 0.097)),((I1 + (0.430 + (0.205 + 0.205))) - (0.205 - I1)),((-1.0 - 0.205) * ((((0.430 + -1.0) + (2.0 * 1.0)) * 0.097) * ((-1.0 - -0.15) - (-1.0 - 0.205)))),0.00504757,0
run_06166,((((I1 - (I2 - -1.0)) - 2.0) + ((I1 * I1) * (0.430 - I1))) + (0.430 * 0.430)),(((2.0 + ((0.097 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 + I1)),((I1 * ((0.205 - 0.205) + (1.0 + 0.089))) - (I1 * 0.097)),((1.0 - 0.205) * (I1 * 0.097)),0.370984,1
run_06167,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) - (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + (((-0.15 * I1) * (-0.15 - 0.205)) * (I1 + I1))) * (2.0 + 0.097)),((I1 + (((0.089 + 0.089) - I1) + 0.430)) + (I1 * ((I2 + (-0.15 * 0.097)) + I1))),(((2.0 * -1.0) + 0.205) * (I1 * I1)),0.69269,1
run_06168,((((I1 - (I2 - 0.089)) - (0.089 + 2.0)) + ((I1 * I1) * (0.205 - I1))) + (0.430 - (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) * (0.089 - 2.0))) + 0.205) * (2.0 - 0.097)),((I1 + (0.430 + (0.205 + I2))) + (0.205 - -1.0)),((I2 * (((0.089 + I1) - (-1.0 + 0.089)) + (2.0 * 0.097))) * (I1 * -0.15)),3.32E-09,0
run_06169,(((((I2 * 0.089) - (0.089 - 2.0)) - (0.430 + 1.0)) + ((I1 * I1) * (0.205 - I1))) + (0.430 * 0.430)),(((2.0 + (1.0 - (1.0 - 0.430))) * 0.205) * (2.0 * 0.097)),((I1 + (0.205 + I2)) - (I1 * I1)),((I2 - 0.205) * (I1 * 0.097)),1.65E-06,0
run_06170,((((I1 - I1) - 2.0) + ((I1 * I1) * (0.205 - I1))) + (((I1 - (0.205 + -0.15)) - (-0.15 - I2)) + (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + (-0.15 * ((-0.15 * I1) + I1))) * (2.0 - 0.097)),((I1 + (0.430 + (0.205 + I2))) - (I1 * ((I2 + 2.0) + I1))),((-1.0 * 0.205) * (I1 * I1)),0.603939,1
run_06171,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (2.0 - 2.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) - (-1.0 - 0.205))),(((2.0 + ((-1.0 + 0.430) - I1)) - 0.205) + (2.0 + I1)),(((I1 * ((0.097 * I1) - (0.097 + 0.089))) - (((2.0 * -0.15) - I1) + (0.205 + 0.097))) + (I1 - (((-0.15 - 2.0) + (2.0 * I2)) + (-0.15 + I1)))),((I2 * 0.205) * (I1 * (I1 * -0.15))),0.00926761,0
run_06172,((((I1 - I1) - 2.0) + ((I1 * I1) * (0.205 - I1))) + (((I1 - (0.205 + -0.15)) * (2.0 - 0.089)) - (((2.0 - -0.15) * (0.430 + -1.0)) - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 + I1)),((I1 * ((0.205 - 0.205) + (-0.15 + 0.089))) - (I2 * 0.097)),((I2 - 0.205) * (I1 * 0.097)),0.644812,1
run_06173,((((I1 - (I2 - 2.0)) * 2.0) + ((I1 * (0.205 * 0.205)) * (1.0 - 1.0))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + 0.089)),((I1 + (((0.089 * -0.15) - I1) + (0.205 + 0.097))) - (I1 * (((-0.15 - 2.0) - (2.0 * 2.0)) + (-0.15 * I1)))),(((2.0 * I1) - 0.205) * ((I2 + 0.089) * 0.097)),0.0849865,1
run_06174,((((I1 - (I2 - 0.097)) - 2.0) - (((0.097 - I1) * (0.097 * 1.0)) * (0.430 * 2.0))) + (0.430 + (-1.0 - 0.205))),(((2.0 + ((1.0 + I1) - (0.089 - 2.0))) - 0.205) * (2.0 + I1)),((I1 + (0.430 + (0.205 + I2))) - (I1 * 0.097)),(((2.0 * -1.0) * 0.205) * ((((0.430 + -1.0) + I1) + 0.089) * 0.097)),0.419822,1
run_06175,((((2.0 - (I2 - 0.089)) - (0.089 + 2.0)) + ((I1 * (2.0 * 0.205)) * 0.097)) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) + (-1.0 - 0.205))),(((I1 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 + I1)),((I1 + ((0.205 - 0.205) + (-0.15 + 0.089))) - (I1 * I1)),((I2 * 0.205) * ((((0.430 + 0.089) - (I1 * I1)) * 0.097) + (I1 - ((I1 * 0.097) - -0.15)))),0.0493583,1
run_06176,((((I1 - I1) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) * (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + I1)),((I1 + (0.089 + ((-0.15 - 0.089) - -1.0))) - (I1 - I1)),((-1.0 - 0.205) * (I1 * 0.097)),0.582327,1
run_06177,((((I1 - (I2 - 0.089)) - (0.089 + 2.0)) + (((2.0 * 0.205) * (0.097 * 1.0)) * 0.097)) + (I2 * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) * 0.205) * (2.0 + I1)),((I1 + (2.0 * ((0.089 * -0.15) + I1))) - (I1 * (((0.430 * I1) + (1.0 + -1.0)) + (0.205 - 0.430)))),((I2 * 0.205) * (I1 * 0.097)),0.000343378,0
run_06178,((((I1 - (I2 - 0.097)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 0.205))) - (0.430 * 0.430)),(((((1.0 + 0.430) + (0.089 - 2.0)) + (I1 - 2.0)) + 0.205) * (2.0 + I1)),((I1 * (((0.089 + 0.089) - I1) + 0.430)) - (I1 * ((1.0 + I1) * I1))),(((2.0 * -1.0) + 0.205) * (I1 * (0.205 * 0.205))),0.149971,1
run_06179,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * I1) * (0.205 - I1))) + (2.0 - 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + (((-0.15 * I1) - (-0.15 - I2)) + (I1 + I1))) * (2.0 + I1)),((I1 - (((0.089 + I1) - I1) + 0.430)) + (I1 - I1)),((I2 * 0.205) - (I1 * 0.097)),0.0142278,1
run_06180,((((I1 - (I2 - 0.089)) - (0.089 + 2.0)) + ((I1 * I1) * (0.205 - I1))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) * 0.205) * (2.0 - I1)),((I1 + (2.0 + I2)) - (I1 * I1)),((I2 * 0.205) * (I1 * I1)),7.66E-13,0
run_06181,((((I1 - (I2 - 0.089)) - (0.089 + -1.0)) + ((I1 * (0.205 * 0.205)) * (2.0 - 1.0))) + (0.089 * (-1.0 - 0.205))),(((2.0 + (0.089 - (1.0 - 0.430))) + 0.097) * (2.0 - (0.089 - (I1 * (2.0 - 0.430))))),((I1 + (2.0 + I2)) - (I2 * I1)),((I2 - ((0.097 - (0.430 + 1.0)) * (I1 * I1))) * (0.205 * (0.205 * (0.089 * (I1 + 2.0))))),0.183198,1
run_06182,((((I1 - (I2 * 0.089)) - 2.0) + ((I1 * (0.205 - 0.205)) * (0.097 - 1.0))) + ((0.205 * (I1 * (0.205 + 0.089))) * (-1.0 - 0.205))),(((2.0 + ((1.0 * I1) - (0.089 - 0.089))) * 0.205) * (2.0 + I1)),((I1 + (0.089 + (0.205 - -1.0))) - (I1 - -1.0)),(((2.0 * -1.0) * 0.205) - (I1 * 0.089)),6.41E-13,0
run_06183,((((I1 - (I2 - 0.089)) - 2.0) - (((0.097 - I1) * (0.097 * 1.0)) * (0.430 - 2.0))) + (0.430 * (-1.0 - 0.205))),(((2.0 + ((I1 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 - I1)),((I1 * (0.205 + I2)) - (((2.0 + (0.430 * I1)) + -0.15) - 0.097)),(((0.089 + 0.089) * 0.205) * (I1 * I1)),0.0804111,1
run_06184,(((((I2 - 0.089) - (0.089 - -1.0)) - (0.430 + 1.0)) + (((2.0 + 2.0) * (2.0 * 2.0)) * (0.205 - 1.0))) + (0.430 + (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (2.0 - 2.0))) + 0.205) * (I1 + I1)),((I1 + (2.0 + I2)) - ((((I2 - 2.0) * I1) - I1) + I1)),((I2 - 0.205) * (I1 + 0.097)),0.153354,1
run_06185,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * I1) * (0.205 - I1))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (I1 - 2.0))) + 0.205) * (2.0 + 0.097)),((I1 + (2.0 + I2)) - (I1 - I1)),((-1.0 * 0.205) + ((((0.430 * 0.097) + (I1 * 0.430)) * 0.097) * (((I1 * 0.430) * (0.097 + 0.205)) * (1.0 + -1.0)))),0.545657,1
run_06186,((((I1 - I1) - 2.0) + ((I1 * (2.0 * 0.205)) * (2.0 - 2.0))) + (0.430 * 0.430)),(((2.0 + (0.097 - (1.0 - 0.430))) + 0.205) * ((((2.0 - I2) + 1.0) - I2) + I1)),((I1 + 1.0) - (I1 * (I2 + I1))),(((2.0 * -1.0) * 0.205) * (I1 - 0.089)),0.00817135,0
run_06187,((((I1 - (I2 - 0.089)) - (0.089 + 2.0)) + ((I1 * I1) * -1.0)) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 - I1)),((I1 + (0.205 - ((0.089 * -0.15) + I1))) - (I1 * I1)),((I2 * 2.0) * (I1 - (I1 * -0.15))),0.132938,1
run_06188,((((I1 - (I2 - 0.089)) - 2.0) + (((0.205 - 0.205) * (1.0 * 0.089)) * (0.205 - 1.0))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 - I1)),(((I1 * ((0.097 * I1) - (0.097 + 0.089))) - (((0.089 * -0.15) - I1) + (0.205 + 0.097))) - (I1 - 0.097)),(((2.0 * ((0.430 - -0.15) - 0.205)) * 0.205) * ((((0.430 + -1.0) + (I1 * 1.0)) * 0.205) * 0.097)),0.243692,1
run_06189,((((I1 - (0.430 + 0.089)) - 2.0) + ((I1 * I1) * (0.430 - I1))) + ((0.205 + (I1 * (-1.0 + 0.089))) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) - (2.0 + I1)),((I1 * ((0.089 + 0.205) - (1.0 - 0.089))) - (I1 * 0.097)),((I2 + 0.205) * (I1 * -0.15)),0.032219,1
run_06190,((((I1 - I1) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (((2.0 - I2) * (-0.15 + -1.0)) - 0.205))),(((2.0 * ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + I1)),((I1 + (0.205 + I2)) - (I1 - 0.097)),((-1.0 * 0.205) * (I1 + 0.097)),0.816115,1
run_06191,((((I1 - I1) - 2.0) - ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) + (((I1 - (0.205 + -0.15)) * (0.430 - I2)) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 0.205))) + 0.205) * (2.0 + 0.097)),((I1 + (0.430 + (0.205 + I2))) - (I1 * I1)),((-1.0 - (((2.0 + I1) - (I2 + I2)) - 1.0)) + ((((0.430 - 0.097) + (I1 * 0.430)) * 0.097) * (((I1 * 0.097) * -0.15) * (I1 - 0.097)))),0.012151,1
run_06192,((((I1 - I1) - 2.0) + ((I1 * I1) * (0.205 - I1))) + (((I1 - (0.205 + -0.15)) * (2.0 * I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 - 0.097)),((I2 + ((I2 - I1) + (0.089 + 0.089))) + (I1 - ((I2 + I1) + I1))),((I2 * I2) * (((I1 - I1) * 0.097) + -1.0)),0.00713413,1
run_06193,((((I1 - (I2 - 0.089)) - 2.0) - ((I1 * I1) * (0.205 - I1))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + I1)),((I1 + (2.0 + I2)) - (I2 * (((0.430 * I1) - (1.0 * 0.097)) + 1.0))),((I2 * 0.205) + ((((0.097 + -1.0) * I1) + (0.430 * 1.0)) * 0.097)),0.382871,1
run_06194,((((I1 - (I2 - 0.089)) - (0.089 + 2.0)) - ((I1 * I1) * (0.205 - I1))) * (0.430 * 0.430)),((I2 + 2.0) * (2.0 - I1)),((I1 + I2) - (I1 * (((-0.15 + 0.097) + (-1.0 * 0.097)) + (0.205 + I2)))),((I2 - 0.205) * (((-0.15 * (0.430 * 0.097)) + -0.15) * 1.0)),0.0325752,1
run_06195,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * I1) * (0.205 - I1))) + ((0.205 + (I1 * (0.205 + -0.15))) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) - (2.0 - I1)),((I1 + (((0.089 + 0.089) - I1) + (0.205 + 0.097))) * (I1 - I1)),((I2 * -1.0) * (I1 * (0.205 * (0.205 * I1)))),0.00949717,0
run_06196,((((I1 - (I2 - 0.089)) - (0.089 + -1.0)) + ((I1 * I1) * (0.205 - I1))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.430 - 2.0))) + 0.205) * (2.0 - I1)),((I1 + (((0.089 + -0.15) - I1) + I2)) - (I1 * I1)),((I2 * (-0.15 - ((I1 + 0.089) * I1))) * ((((-1.0 * -0.15) + 0.430) * 0.097) * (2.0 * ((I1 + 2.0) * I1)))),0.0426894,1
run_06197,((((-0.15 - (I2 - 0.089)) - 2.0) + ((I1 * (0.089 + 0.205)) * I1)) + ((0.205 * (I1 * (0.205 + 0.089))) + 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + I1)),(((((0.097 * I1) + 0.089) * (0.097 + 0.089)) + (2.0 + I2)) - (I1 - 0.089)),((I2 * 0.205) * ((((0.430 * 0.097) + (I1 * 0.430)) * 0.097) + (((I2 * 0.097) * -0.15) * (I1 - I1)))),0.524848,1
run_06198,((((I1 - I1) - 2.0) + ((I1 * (0.205 * 0.205)) * (2.0 - 2.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - ((2.0 - -0.15) * (0.430 + 0.205))))),(((2.0 + ((1.0 + 0.430) - 0.205)) + 0.205) * (2.0 - 0.097)),(((((0.097 * 0.089) + (0.097 + 0.089)) + (0.097 + I1)) + (I1 + (0.205 + 0.205))) - (I1 - I1)),((-1.0 - 0.205) * (((-1.0 + I1) + 0.089) * 0.097)),0.0406672,1
run_06199,((((I1 - I1) - 2.0) + ((I1 * I1) * (0.205 - -0.15))) + ((0.205 + (I1 * (0.205 + -0.15))) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 + (I2 - I2))),(((((0.097 * I1) + (0.097 + 0.089)) + (0.097 + 0.205)) + (0.430 + ((1.0 * 0.089) + I2))) * (I1 - 0.097)),((-1.0 * 2.0) + ((I2 * 0.097) * 0.097)),0.111379,1
run_06200,((((I1 - (I2 - 0.089)) - 2.0) + (-0.15 * (I1 - (0.205 * 0.205)))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) + (0.430 - 0.097)),((I1 + 1.0) + (I2 * ((I2 + (0.089 * -1.0)) + I1))),((I2 * 2.0) * (((-0.15 * (0.430 * 0.097)) + -0.15) * I1)),0.0363721,1
run_06201,((((I1 - (I2 - 0.089)) - 2.0) - ((I1 * I1) * (0.205 - I1))) + ((0.205 + (I1 * (0.205 + -0.15))) * 0.430)),(((2.0 + I1) + 0.205) * (2.0 - I1)),((I1 - (0.430 + (0.205 + 0.205))) - (I1 - I1)),((I2 * 2.0) * ((0.089 - 0.097) * (I1 * -0.15))),0.0169636,1
run_06202,((((I2 - (I2 - 0.089)) - (0.089 + 2.0)) + ((I1 * I1) * (0.205 - I1))) + (0.430 * 0.430)),(((2.0 + ((1.0 + I2) - (0.089 - 2.0))) + (((-0.15 * I1) * (-0.15 * 0.205)) * 2.0)) + (2.0 + I1)),((I1 - 0.089) + (((2.0 - (0.430 * I1)) * 0.430) - I1)),(((2.0 * -1.0) + I2) * ((((0.430 * 0.097) + (I1 * 0.430)) * 0.097) * (((I1 * 2.0) * (0.097 + 0.097)) * (-0.15 + 0.097)))),0.0537072,1
run_06203,((((I1 + I1) - 2.0) + ((I1 * (0.205 - 0.205)) * (0.097 * 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (((2.0 - -0.15) * (0.430 + -1.0)) - 0.205))),(((0.097 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 + 0.097)),((I1 * ((0.205 - 0.205) + (-0.15 + 0.089))) * (0.205 * I1)),((I2 - 0.205) * (((-1.0 - (0.430 * 0.089)) * 0.097) + (I1 - ((I1 * 0.097) - -0.15)))),0.0471902,1
run_06204,((((I1 - (-0.15 - 0.089)) - 2.0) + (((2.0 - 0.097) * (0.097 * 1.0)) * (I2 * 2.0))) + ((0.430 * (I1 - (0.205 + -0.15))) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + (((I1 * I1) * (-0.15 * 0.205)) * (0.205 + 1.0))) * (2.0 - 0.097)),((I1 - ((0.205 + I2) + (1.0 + 0.089))) - (I1 - I1)),(((2.0 * -1.0) * (((0.430 + I2) - (0.205 + I2)) + (I2 * 2.0))) * ((((0.430 + -1.0) + (I1 * 1.0)) * 0.097) * 0.097)),0.143869,1
run_06205,((((I1 * (I2 - 0.089)) - 2.0) + ((I1 * I1) * (0.205 - I1))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) + (-1.0 - 0.205))),(((2.0 + ((1.0 + -1.0) - (0.089 - 2.0))) + (-0.15 * ((2.0 * I1) + I1))) * (2.0 * 0.097)),((2.0 - (0.430 + (0.205 + I2))) - (I1 * I1)),((-1.0 * 0.430) * (0.089 * 0.089)),0.0952797,1
run_06206,((((I1 - (I2 - 0.089)) - 2.0) - ((I1 * I1) * (0.205 - 1.0))) + ((0.205 + (I1 * (0.205 + -0.15))) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - (-0.15 * ((-0.15 * I1) + I1))) + (2.0 + (0.089 - (I1 * (0.430 * -0.15))))),((I1 - ((0.205 - 0.205) + (-0.15 + 0.089))) * (I1 * I1)),((I2 * 0.205) * (I1 * 0.097)),0.0592928,1
run_06207,((((I1 - (I2 - 0.089)) - (0.089 + -1.0)) + ((I1 * (2.0 * 0.205)) * (0.205 - 2.0))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) * (0.089 - 2.0))) - 0.205) * (2.0 * I1)),((I1 + (((0.089 + 0.089) - I1) + I2)) - (I1 - I1)),((I2 * 0.205) * (I1 * -0.15)),0.0870595,1
run_06208,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) * (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) * (-0.15 * ((-0.15 * I1) + I1))) - (2.0 + 0.097)),((I1 * (((0.089 + 0.205) - I1) + I2)) - (I1 * ((I2 - 2.0) + I1))),((2.0 + ((2.0 - (I1 + 1.0)) - (I2 * 0.430))) * (I1 - 0.097)),5.04E-08,0
run_06209,((((I1 * (I2 - 2.0)) - 2.0) * ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - (-0.15 * ((-0.15 * I1) + I1))) * (2.0 + 0.097)),((I1 + 1.0) + ((((I2 - 2.0) * I1) - (I2 * 1.0)) - I1)),((I2 * I2) * (I1 * I1)),0.126971,1
run_06210,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - I2))) + (((I1 * I1) * (-0.15 * 2.0)) * (I1 - I1))) * (2.0 + (0.089 - ((I2 + -0.15) + (0.089 * 0.097))))),((I1 * (((0.089 + 0.089) - I1) + I2)) - (I1 - (((0.430 * I1) + (1.0 + -1.0)) + (0.205 - -1.0)))),(((2.0 * -1.0) * 0.205) + (I1 * 0.097)),0.101236,1
run_06211,((((I2 - (I2 - 0.089)) - (0.089 + I1)) + (((2.0 - 0.205) * (2.0 * 2.0)) * (0.205 * 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (0.430 + 0.097)),((I1 + (((0.089 + 0.089) - I1) + 0.430)) * (I1 * (((-0.15 - 2.0) + (2.0 * I2)) + (-0.15 + I1)))),((I2 - 0.205) * (I1 - 0.097)),0.029163,1
run_06212,((((I1 - (I2 - 0.089)) - 2.0) + 0.430) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - (0.089 + ((-0.15 * 0.205) * (I2 - 2.0)))) * (2.0 - 0.097)),((I1 - (0.430 + (0.205 + I2))) - (I1 + I1)),((I2 * 0.205) * ((((0.430 + 0.097) + (I1 * 0.430)) * I2) + (0.205 * (0.205 * (I2 + 0.205))))),0.430488,1
run_06213,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 - 0.205)) * (0.097 - 1.0))) + (((I1 * (0.205 + -0.15)) * (2.0 - I2)) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + 0.097)),((I1 + ((0.205 - 0.205) + (-0.15 + 0.097))) + (I1 * I1)),((I2 - 0.205) * (I1 + I1)),0.0774595,1
run_06214,((((I1 - (I2 - 0.089)) - 2.0) - ((I1 * (0.089 * 0.205)) * (I1 - 1.0))) + ((((0.205 - -0.15) - (2.0 + 0.097)) * (-1.0 - I2)) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + I1)),((I1 - (((-0.15 * 0.089) - 0.205) + (-0.15 + -1.0))) - (I1 + (((-0.15 * 0.097) + (2.0 * I2)) + 1.0))),((-1.0 - (((0.430 + I2) - (0.205 + I2)) + (I2 * 0.097))) * ((((0.430 + -1.0) * (-1.0 * 1.0)) * 0.097) * 0.097)),0.685888,1
run_06215,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (2.0 * 0.097)) * (0.097 - 1.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (((2.0 - -0.15) * (-0.15 + -1.0)) - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + I1) * (2.0 * 0.097)),((I1 + ((0.089 + I1) - (0.089 - 0.089))) - (0.205 * 0.097)),(((2.0 * I1) * 0.205) + ((((0.430 + 2.0) + (I2 * -0.15)) * 0.097) * (I1 + (1.0 + I1)))),8.33E-13,0
run_06216,((((I1 - (I2 - 0.089)) - (0.089 + 2.0)) + ((I1 * I1) * (0.205 - I1))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) - (I1 - I1)),((I1 + (0.205 + I2)) - (I1 * I1)),(((2.0 * 0.089) * 0.205) * (I1 * 0.097)),0.0323539,1
run_06217,((((I1 - I1) - 2.0) + (((2.0 - -1.0) * (0.097 * 1.0)) * (I1 * 2.0))) + (((I1 - (0.205 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + 0.205) * (2.0 + (0.089 - (I1 * (I2 * -0.15))))),((I1 + (((1.0 * 0.089) - I2) - (2.0 + 0.097))) - (0.205 - I1)),((-1.0 - 0.205) * (I1 * 0.089)),0.370471,1
run_06218,((((I1 - (I1 - 0.089)) - (0.089 + 2.0)) + ((I1 * 1.0) * (0.097 - I1))) * (0.430 * 0.430)),(((2.0 + -0.15) + 0.205) + (2.0 - 0.097)),((I1 + ((0.430 - (0.089 - 0.089)) + I2)) + (I2 - -1.0)),((I2 + ((-0.15 - (0.205 + 1.0)) * (0.097 * I1))) * (I1 * I1)),0.0177397,1
run_06219,((((I1 - I1) - 2.0) * ((0.205 - I1) * (0.205 - I2))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - 0.205) * (2.0 + I1)),((I1 + (2.0 * ((-0.15 * -0.15) + 0.205))) * (I1 * I1)),((I2 - 0.205) - (I1 * (I1 - ((I1 * 0.097) - (0.097 - 0.097))))),0.207795,1
run_06220,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (0.205 * 0.205)) * (0.097 - 1.0))) + (((I1 - (I1 + -0.15)) * (2.0 - I2)) * (-1.0 - 0.205))),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) + (((-0.15 * I1) * I1) * 0.089)) + (2.0 + I1)),((I1 - (2.0 * ((0.089 * -0.15) + I1))) - (0.205 + I1)),(((2.0 * -1.0) * 0.205) * ((((0.430 + -1.0) + (I1 * 1.0)) * 0.097) + 0.097)),0.0476013,1
run_06221,((((I1 - I1) - 2.0) + ((I1 * (2.0 * I2)) * (0.097 - 1.0))) + (((-0.15 + (0.430 + -0.15)) * I2) * 0.430)),(((2.0 + ((1.0 + 0.430) - (0.089 - 2.0))) - (((I1 * I1) * (-0.15 * 0.205)) * (0.205 + 1.0))) * (2.0 + 0.097)),((I1 - (0.089 + (0.205 - -1.0))) - (I2 + I1)),(((0.205 - 0.089) - 0.205) * (0.430 * I1)),0.309061,1
